Municipality Name,County,MPO,Year,Combination Long-Haul Truck,Combination Short-Haul Truck,Intercity Bus,Light Commercial Trucks,Motor Home,Motorcycles,Passenger Cars,Passenger Trucks,Refuse Truck,School Bus,Single Unit Long-Haul Truck,Single Unit Short-Haul Truck,Transit Bus,Total
Newton,Sussex,NJTPA,2019,4390.55,1050.76,316.64,1312.26,61.28,202.15,24941.99,3696.6,327.81,308.92,630.57,1592.36,253.19,39085.08
Upper Saddle River,Bergen,NJTPA,2019,4389.19,1050.44,316.54,1311.85,61.26,202.08,24934.24,3695.45,327.71,308.83,630.37,1591.86,253.11,39072.94
Folsom,Atlantic,SJTPO,2020,1499.73,708.98,577.64,2070.03,12.81,213.01,14070.02,13325,123.57,214.3,946.17,1852.56,266.18,38697.86
Manville,Somerset,NJTPA,2019,4334.93,1037.45,312.63,1295.63,60.5,199.58,24626.01,3649.77,323.66,305.01,622.58,1572.18,249.98,38589.93
Lindenwold,Camden,DVRPC,2015,983.85,3043.81,227.81,3131.7,102.88,158.28,15278.94,16856.82,266.78,255.67,977.8,1936.8,148.08,38033.51
Kinnelon,Morris,NJTPA,2017,5122.06,1272.52,158.19,1312.65,49.19,70.25,23144.94,3971.77,192.92,259.93,676.88,1643.01,122.56,37996.87
Morris Plains,Morris,NJTPA,2017,522.58,129.83,295.29,1682.15,21.12,57.49,28182.18,5089.8,82.83,485.22,290.61,705.42,228.78,37773.3
Dumont,Bergen,NJTPA,2017,880.86,218.84,155.34,2593.82,5.94,199.22,24835.85,7848.29,54.72,114.75,216.4,525.31,120.61,37769.95
Edgewater,Bergen,NJTPA,2017,1397.41,347.17,162.21,2398.95,8.71,212.74,24302.4,7258.66,80.3,119.82,317.53,770.81,125.94,37502.63
Berlin,Camden,DVRPC,2019,1434.06,576.47,494.49,1572.46,92.09,241.36,12898.86,13684.16,509.41,418.54,1062.68,1697.71,230.57,37450.27
Clayton,Gloucester,DVRPC,2019,1430.67,575.1,493.32,1568.74,91.88,240.79,12868.34,13651.78,508.21,417.55,1060.17,1693.69,230.03,37361.66
Oradell,Bergen,NJTPA,2019,4180.97,1000.6,301.53,1249.62,58.35,192.5,23751.35,3520.14,312.17,294.18,600.47,1516.34,241.1,37219.31
Butler,Morris,NJTPA,2019,4163.33,996.38,300.25,1244.34,58.11,191.68,23651.14,3505.28,310.85,292.94,597.93,1509.95,240.09,37062.27
Cedar Grove,Essex,NJTPA,2017,1337.85,332.37,503,1623.83,4.24,212.02,26319.41,4913.32,98.52,354.15,278.56,675.83,392.08,37045.16
Hillsdale,Bergen,NJTPA,2019,4146.3,992.31,299.03,1239.25,57.87,190.9,23554.42,3490.95,309.58,291.74,595.49,1503.77,239.1,36910.7
Waterford,Camden,DVRPC,2015,948.8,2935.38,219.69,3020.13,99.21,152.64,14734.63,16256.3,257.28,246.56,942.96,1867.8,142.8,36678.58
Watchung,Somerset,NJTPA,2017,3576.46,888.53,165.46,1083.24,35.71,90.76,24534.33,3277.64,166.28,250.33,650.9,1578.51,128.53,36426.68
Rockaway,Morris,NJTPA,2017,609.63,151.46,256.72,1618.23,21.76,93.95,26916.73,4896.38,85.35,421.85,299.46,726.88,198.9,36297.3
Hopatcong,Sussex,NJTPA,2019,4076.61,975.63,294,1218.43,56.9,187.69,23158.53,3432.28,304.37,286.83,585.48,1478.5,235.09,36290.33
Harrison,Hudson,NJTPA,2019,4076.28,975.55,293.98,1218.33,56.89,187.68,23156.63,3431.99,304.35,286.81,585.43,1478.38,235.07,36287.35
Bellmawr,Camden,DVRPC,2015,935.8,2895.15,216.68,2978.75,97.85,150.55,14532.74,16033.56,253.75,243.18,930.04,1842.21,140.84,36176.02
Mountainside,Union,NJTPA,2017,2489.54,618.5,295.46,1223.45,11.01,176.06,25438.8,3701.88,95.55,317.34,415.05,1007.13,228.41,36018.18
Roselle,Union,NJTPA,2017,2949.44,732.76,417.03,1503.77,7.01,298.99,23821.57,4550.07,60.89,447.9,264.5,641.83,322.39,36018.16
New Milford,Bergen,NJTPA,2017,626.34,155.61,151.8,2565.12,3.85,183.51,23689.12,7761.45,35.44,112.13,140.16,340.24,117.86,35882.62
Montvale,Bergen,NJTPA,2019,4026.77,963.7,290.41,1203.53,56.2,185.4,22875.4,3390.31,300.65,283.33,578.32,1460.42,232.21,35846.65
Fairview,Bergen,NJTPA,2019,4023.62,962.95,290.18,1202.59,56.16,185.25,22857.48,3387.66,300.42,283.11,577.87,1459.28,232.03,35818.57
Millstone,Monmouth,NJTPA,2017,1245.46,309.42,136.62,1465.68,61.31,182.75,25223.25,4434.8,209.31,355.83,564.4,1370.53,107.03,35666.38
New Hanover,Burlington,DVRPC,2019,1365.64,548.97,470.9,1497.44,87.7,229.85,12283.47,13031.31,485.11,398.57,1011.98,1616.71,219.57,35663.57
Upper Deerfield,Cumberland,SJTPO,2020,853.96,745.88,1450.13,1856.01,20.44,287.84,11992.23,12489.95,130.66,644.01,916.85,2054.62,350.16,35636.89
Phillipsburg,Warren,NJTPA,2019,4002.77,957.96,288.67,1196.35,55.86,184.29,22739.04,3370.1,298.86,281.64,574.87,1451.72,230.83,35632.97
Cliffside Park,Bergen,NJTPA,2017,659.4,163.82,150.38,2495.82,4.72,179.42,23377.72,7551.76,43.53,111.08,172.12,417.83,116.76,35444.36
Upper Freehold,Monmouth,NJTPA,2017,1757.23,436.57,130.4,1417.28,61.25,184.01,24436.04,4288.35,209.08,339.62,563.79,1369.04,102.16,35294.79
Haddon,Camden,DVRPC,2015,910.21,2816,210.76,2897.31,95.18,146.44,14135.42,15595.22,246.81,236.53,904.62,1791.85,136.99,35186.99
Kinnelon,Morris,NJTPA,2019,3929.22,940.36,283.37,1174.37,54.84,180.91,22321.24,3308.18,293.37,276.46,564.31,1425.04,226.59,34978.27
West Long Branch,Monmouth,NJTPA,2017,337.92,83.95,103.95,1371.01,26.78,274.45,27323.57,4148.35,91.43,270.75,246.54,598.68,81.44,34958.83
Bernardsville,Somerset,NJTPA,2019,3925.65,939.5,283.11,1173.31,54.79,180.74,22300.94,3305.17,293.1,276.21,563.8,1423.75,226.38,34946.44
Ocean City,Cape May,SJTPO,2020,981.74,570.36,468.74,1967.64,23.15,264.36,10958.87,13069.79,137.31,146.41,1491.76,2106.64,205.34,34803.25
Haddonfield,Camden,DVRPC,2015,899.06,2781.51,208.18,2861.82,94.01,144.64,13962.28,15404.19,243.79,233.63,893.54,1769.9,135.32,34755.98
Butler,Morris,NJTPA,2017,827.08,205.48,239.69,1581.08,27.36,78.18,25014.1,4783.98,107.32,393.86,376.54,913.99,185.71,34734.37
Berlin,Camden,DVRPC,2019,1329.17,534.3,458.32,1457.44,85.36,223.71,11955.38,12683.24,472.15,387.92,984.95,1573.53,213.71,34711
Maywood,Bergen,NJTPA,2019,3883.48,929.41,280.07,1160.7,54.2,178.8,22061.36,3269.67,289.95,273.25,557.74,1408.45,223.95,34571.02
Emerson,Bergen,NJTPA,2019,3867.35,925.55,278.91,1155.88,53.98,178.06,21969.75,3256.09,288.75,272.11,555.42,1402.6,223.02,34427.46
Ridgefield,Bergen,NJTPA,2017,7235.1,1797.49,139.42,1561.77,11.88,144.12,16871.22,4725.55,110.2,101.71,434.87,1055.65,108.23,34297.21
Keyport,Monmouth,NJTPA,2019,3821.5,914.58,275.6,1142.18,53.34,175.95,21709.3,3217.49,285.33,268.88,548.84,1385.97,220.37,34019.33
Bound Brook,Somerset,NJTPA,2017,495.11,123,135.27,1422.28,20.03,150.05,25614.81,4303.48,93.21,206.67,364.8,884.67,105.1,33918.48
Clayton,Gloucester,DVRPC,2015,876.41,2711.41,202.93,2789.7,91.64,141,13610.39,15015.96,237.65,227.75,871.02,1725.29,131.91,33880.04
Chatham,Morris,NJTPA,2017,1306.47,324.58,193.3,1443.81,22.8,116.19,24429.53,4368.64,89.57,309.94,314.49,763.36,149.74,33832.41
Linwood,Atlantic,SJTPO,2015,3198.15,1880.77,594.2,2022.42,99.29,192.31,11642.92,17555.68,262.22,507.17,751,2018.7,268.37,33816.73
Upper Pittsgrove,Salem,SJTPO,2020,556.26,652.2,227.26,1694.84,13.74,220.39,11158.02,13311.27,71.14,377.81,402.46,1349.98,184,33806.39
Union Beach,Monmouth,NJTPA,2019,3787.35,906.4,273.14,1131.97,52.86,174.37,21515.29,3188.73,282.78,266.48,543.93,1373.59,218.4,33715.3
Westwood,Bergen,NJTPA,2017,859.34,213.49,144.13,2434.24,4.9,159.88,21514.76,7365.43,45.18,106.47,178.66,433.69,111.91,33572.08
Asbury Park,Monmouth,NJTPA,2017,330.5,82.11,66.49,1340.28,26.15,320.85,26086.33,4055.37,89.28,173.18,240.74,584.58,52.09,33447.95
Matawan,Monmouth,NJTPA,2017,281.43,69.92,101.07,1305.6,16.29,288.73,26470.16,3950.45,55.79,257.36,150.93,366.51,79.16,33393.39
Lambertville,Hunterdon,NJTPA,2017,285.92,71.03,107.49,1733.51,22.02,212.35,24726.12,5245.21,38.03,305.16,146.23,355.5,82.02,33330.6
Woodland Park,Passaic,NJTPA,2017,2351.54,584.21,254.22,1193.6,24.93,91.33,22941.07,3611.56,144.16,295.73,477.83,1159.62,197.98,33327.81
Southampton,Burlington,DVRPC,2015,859.12,2657.92,198.93,2734.66,89.84,138.22,13341.89,14719.73,232.96,223.25,853.83,1691.25,129.3,33211.65
Chatham,Morris,NJTPA,2019,3721.27,890.59,268.37,1112.22,51.94,171.33,21139.88,3133.09,277.84,261.83,534.44,1349.62,214.59,33127.02
Weehawken,Hudson,NJTPA,2019,3709.64,887.81,267.53,1108.74,51.77,170.8,21073.83,3123.31,276.97,261.01,532.77,1345.4,213.92,33023.51
Wrightstown,Burlington,DVRPC,2019,1258.04,505.71,433.8,1379.46,80.79,211.74,11315.64,12004.55,446.89,367.17,932.25,1489.33,202.27,32853.57
Roselle Park,Union,NJTPA,2019,3684.64,881.82,265.73,1101.27,51.42,169.64,20931.79,3102.25,275.11,259.25,529.18,1336.34,212.48,32800.93
Bernardsville,Somerset,NJTPA,2017,366.87,91.14,150.16,1306.94,6.33,120.82,26031.03,3954.49,29.45,229.41,115.25,279.49,116.66,32798.04
Lopatcong,Warren,NJTPA,2017,1146.69,284.88,595.84,1920.03,31.65,315.8,20652.36,5809.57,52.08,750.54,201.37,488.8,462.85,32712.47
Burlington,Burlington,DVRPC,2015,843.01,2608.1,195.2,2683.41,88.15,135.63,13091.84,14443.85,228.59,219.07,837.83,1659.56,126.88,32589.21
Chatham,Morris,NJTPA,2017,559.19,138.92,229.02,1592.59,14.87,146.37,23674.7,4818.8,58.31,376.33,204.59,496.61,177.44,32487.73
Absecon,Atlantic,SJTPO,2020,1259.05,595.2,484.94,1737.83,10.76,178.83,11812.04,11186.59,103.74,179.91,794.33,1555.26,223.46,32487.58
Closter,Bergen,NJTPA,2019,4944.58,1185.24,321.4,1101.56,68.24,163.79,18840.29,3104.9,262.51,320.98,528.29,1336.04,257.48,32435.3
Gloucester City,Camden,DVRPC,2015,838.11,2592.95,194.07,2667.82,87.64,134.84,13015.75,14359.91,227.26,217.8,832.96,1649.91,126.14,32399.81
Wanaque,Passaic,NJTPA,2017,2041.84,507.27,280.99,1295.98,19.47,123.54,22052.32,3921.33,112.61,326.87,373.25,905.82,218.82,32180.12
Runnemede,Camden,DVRPC,2019,1229.64,494.29,424,1348.31,78.97,206.96,11060.17,11733.53,436.8,358.88,911.2,1455.71,197.71,32111.85
Buena,Atlantic,SJTPO,2020,1244.17,588.17,479.21,1717.28,10.63,176.71,11672.37,11054.31,102.51,177.78,784.93,1536.87,220.82,32103.44
Buena,Atlantic,SJTPO,2015,3032.24,1783.2,563.37,1917.5,94.14,182.33,11038.93,16644.95,248.62,480.86,712.04,1913.97,254.45,32062.44
Ridgefield Park village,Bergen,NJTPA,2017,4533.62,1126.33,148.45,1489.96,9.42,131,18613.58,4508.26,86.78,109.66,343.18,833.08,115.26,32048.58
Palisades Park,Bergen,NJTPA,2017,3531.07,877.26,149.82,1549.94,11.66,141.48,19232.39,4689.77,107.5,110.67,425.11,1031.97,116.32,31974.97
Wood-Ridge,Bergen,NJTPA,2019,3580.97,857.01,258.25,1070.29,49.98,164.87,20342.9,3014.98,267.37,251.96,514.3,1298.74,206.5,31878.13
Upper Deerfield,Cumberland,SJTPO,2015,3692.84,602.64,739.82,1546.18,144.68,215.1,10220.82,17257.44,233.22,1092.74,1851.84,1550.91,333.31,31834.71
Maurice River,Cumberland,SJTPO,2015,3682.18,600.9,737.69,1541.72,144.27,214.48,10191.31,17207.63,232.54,1089.58,1846.5,1546.44,332.35,31742.81
North Arlington,Bergen,NJTPA,2017,3392.66,842.87,124,1976.67,18.99,106.66,16464.46,5980.93,175.04,91.6,692.21,1680.36,96.28,31642.74
Moonachie,Bergen,NJTPA,2017,1861.51,462.47,108.92,1968.54,15.74,151.05,18828.66,5956.33,145.02,80.46,573.48,1392.12,84.57,31628.86
River Vale,Bergen,NJTPA,2019,3551.91,850.06,256.16,1061.6,49.57,163.53,20177.78,2990.5,265.2,249.92,510.12,1288.2,204.83,31619.37
Glen Rock,Bergen,NJTPA,2017,1358.39,337.48,124.62,1875.16,6.25,158.18,20850.26,5673.78,56.45,93.01,222,538.92,96.76,31391.25
Woodcliff Lake,Bergen,NJTPA,2019,3518.53,842.07,253.75,1051.62,49.11,162,19988.14,2962.4,262.71,247.57,505.33,1276.09,202.9,31322.2
Waldwick,Bergen,NJTPA,2017,1386.03,344.34,114.35,1834.53,6.61,160.7,20505.5,5550.85,60.93,84.47,240.94,584.9,88.78,30962.92
Englewood Cliffs,Bergen,NJTPA,2019,3474.25,831.47,250.56,1038.39,48.49,159.96,19736.63,2925.12,259.4,244.45,498.97,1260.03,200.35,30928.08
Allendale,Bergen,NJTPA,2019,3473.99,831.41,250.54,1038.31,48.49,159.95,19735.14,2924.9,259.38,244.43,498.93,1259.94,200.33,30925.74
Riverdale,Morris,NJTPA,2019,3472.61,831.08,250.44,1037.9,48.47,159.88,19727.3,2923.74,259.28,244.34,498.73,1259.44,200.25,30913.46
Caldwell,Essex,NJTPA,2019,3470.35,830.54,250.28,1037.22,48.43,159.78,19714.46,2921.84,259.11,244.18,498.41,1258.62,200.12,30893.34
Collingswood,Camden,DVRPC,2015,797.78,2468.17,184.73,2539.44,83.42,128.35,12389.43,13668.91,216.33,207.31,792.88,1570.52,120.07,30840.73
Mansfield,Burlington,DVRPC,2015,797.71,2467.96,184.71,2539.22,83.42,128.34,12388.34,13667.71,216.31,207.3,792.81,1570.38,120.06,30838.02
Ringwood,Passaic,NJTPA,2017,1492.05,370.68,318.47,1532.29,15.05,134.36,20612.5,4636.36,87.05,370.47,288.52,700.19,248.01,30806
Bloomingdale,Passaic,NJTPA,2019,3458.21,827.63,249.4,1033.6,48.26,159.22,19645.48,2911.61,258.2,243.32,496.66,1254.21,199.42,30785.24
Highland Park,Middlesex,NJTPA,2017,833.34,207.04,180.51,1186.95,9.43,98.4,23471.29,3591.42,58.46,212.68,228.07,553.77,140.38,30771.74
Saddle River,Bergen,NJTPA,2019,3444.41,824.33,248.41,1029.47,48.07,158.58,19567.1,2900,257.17,242.35,494.68,1249.21,198.63,30662.41
East Greenwich,Gloucester,DVRPC,2015,790.53,2445.72,183.05,2516.34,82.66,127.18,12276.7,13544.54,214.36,205.43,785.67,1556.23,118.98,30560.12
Pitman,Gloucester,DVRPC,2019,1170,470.32,403.44,1282.92,75.14,196.92,10523.76,11164.46,415.62,341.47,867.01,1385.11,188.12,30554.46
Berlin,Camden,DVRPC,2015,789.75,2443.33,182.87,2513.88,82.58,127.06,12264.71,13531.31,214.15,205.23,784.9,1554.71,118.86,30530.28
Berlin,Camden,DVRPC,2015,788.74,2440.19,182.63,2510.65,82.48,126.89,12248.98,13513.95,213.87,204.96,783.89,1552.72,118.71,30491.11
Spotswood,Middlesex,NJTPA,2019,3424.04,819.46,246.94,1023.38,47.79,157.65,19451.4,2882.85,255.65,240.92,491.76,1241.82,197.45,30481.11
Woodcliff Lake,Bergen,NJTPA,2017,801.06,199.02,208.71,1613.89,5.12,254.01,21410.56,4883.24,47.15,154.17,186.46,452.63,162.04,30378.04
Upper Pittsgrove,Salem,SJTPO,2015,3164.37,493.37,367.44,1232.94,138.95,258.19,9352.48,17943.76,176.37,512.34,1523.95,1122.34,162.21,30311.73
Haddon Heights,Camden,DVRPC,2019,1159.68,466.17,399.88,1271.6,74.47,195.18,10430.9,11065.95,411.95,338.46,859.36,1372.88,186.46,30284.85
Wantage,Sussex,NJTPA,2017,584.18,145.13,86.63,1890.04,85.07,214.99,19425.81,5718.82,132.36,219.81,397.54,966.34,67.45,29934.17
South Amboy,Middlesex,NJTPA,2019,3345.97,800.77,241.31,1000.05,46.7,154.05,19007.86,2817.11,249.82,235.43,480.54,1213.51,192.95,29786.07
Closter,Bergen,NJTPA,2017,1157.8,287.64,124.09,1996.39,6.72,155.09,18902.63,6040.6,61.89,91.67,244.74,594.11,96.35,29759.71
Hainesport,Burlington,DVRPC,2019,1135.88,456.6,391.67,1245.5,72.94,191.18,10216.82,10838.84,403.49,331.51,841.72,1344.71,182.63,29663.3
Freehold,Monmouth,NJTPA,2017,481.96,119.74,80.56,1189.79,38.39,248.72,22217.06,3600.04,131.05,209.82,353.38,858.12,63.11,29591.75
Pompton Lakes,Passaic,NJTPA,2017,4802.25,1193.07,154.67,878.36,41.35,67.68,16532.39,2657.73,239.14,179.84,792.68,1923.71,120.45,29583.34
Midland Park,Bergen,NJTPA,2017,616.92,153.27,122.32,1894.46,5.31,167.31,19843.47,5732.2,48.9,90.36,193.37,469.4,94.97,29432.24
Chester,Morris,NJTPA,2017,953.8,236.96,170.38,1271.97,33.4,117.47,20646.01,3848.69,130.98,279.97,459.58,1115.54,132.01,29396.78
Washington,Warren,NJTPA,2019,3295.04,788.58,237.63,984.83,45.99,151.71,18718.55,2774.24,246.02,231.84,473.23,1195.04,190.01,29332.7
Washington,Warren,NJTPA,2017,1703.1,423.12,475.49,1703.84,32.4,311.19,17709.36,5155.41,53.32,598.95,206.15,500.4,369.36,29242.09
Chester,Morris,NJTPA,2019,3277.2,784.31,236.35,979.5,45.74,150.89,18617.21,2759.22,244.69,230.59,470.67,1188.57,188.99,29173.9
Cresskill,Bergen,NJTPA,2019,3267.05,781.88,235.62,976.46,45.6,150.42,18559.54,2750.67,243.93,229.87,469.21,1184.89,188.4,29083.53
Bridgeton,Cumberland,SJTPO,2020,695.7,607.65,1181.39,1512.06,16.65,234.5,9769.82,10175.3,106.44,524.66,746.94,1673.86,285.27,29032.62
Pine Hill,Camden,DVRPC,2019,1107.13,445.05,381.76,1213.98,71.1,186.34,9958.28,10564.55,393.28,323.12,820.42,1310.68,178.01,28912.65
Chester,Morris,NJTPA,2019,3222.68,771.26,232.42,963.2,44.98,148.38,18307.49,2713.31,240.62,226.75,462.84,1168.79,185.84,28688.56
Riverdale,Morris,NJTPA,2017,3622.55,899.98,110.23,986.61,38.88,61.19,17730.54,2985.25,152.6,180.43,535.36,1299.5,85.41,28688.54
Plumsted,Ocean,NJTPA,2017,904.59,224.74,184.21,1467.27,112.22,162.07,18761.46,4439.61,285.88,264.16,478.25,1161.2,142.93,28588.58
Hasbrouck Heights,Bergen,NJTPA,2017,1595.4,396.36,105.36,1734.87,5.87,107.7,18396.29,5249.32,54.06,77.83,213.79,518.99,81.8,28537.63
Greenwich,Gloucester,DVRPC,2019,1090.21,438.25,375.93,1195.43,70.01,183.49,9806.09,10403.09,387.27,318.18,807.88,1290.65,175.29,28470.77
Hardyston,Sussex,NJTPA,2019,3197.33,765.2,230.59,955.62,44.62,147.21,18163.49,2691.97,238.72,224.97,459.2,1159.6,184.38,28462.9
Edgewater Park,Burlington,DVRPC,2019,1089.08,437.79,375.54,1194.19,69.94,183.3,9795.87,10392.25,386.87,317.85,807.04,1289.3,175.11,28441.11
Audubon,Camden,DVRPC,2019,1086.57,436.78,374.67,1191.44,69.78,182.88,9773.34,10368.36,385.98,317.12,805.18,1286.34,174.7,28375.71
Newton,Sussex,NJTPA,2017,352.53,87.58,46.56,1732.62,65.3,231.65,19181.35,5242.5,101.59,118.14,305.12,741.69,36.25,28242.86
Washington,Bergen,NJTPA,2019,3169.67,758.58,228.59,947.36,44.24,145.93,18006.36,2668.68,236.66,223.02,455.22,1149.57,182.78,28216.67
Bridgeton,Cumberland,SJTPO,2015,3262.04,532.33,653.52,1365.81,127.8,190.01,9028.48,15244.23,206.01,965.26,1635.81,1369.99,294.43,28120.94
Park Ridge,Bergen,NJTPA,2019,3155.79,755.26,227.59,943.21,44.04,145.3,17927.5,2657,235.62,222.04,453.23,1144.54,181.98,28093.1
River Vale,Bergen,NJTPA,2017,849.35,211.01,94.02,1641.15,5.56,193.99,19189.24,4965.72,51.2,69.45,202.46,491.48,73,28037.62
Mount Arlington,Morris,NJTPA,2019,3140.28,751.54,226.47,938.57,43.83,144.58,17839.4,2643.94,234.46,220.95,451,1138.91,181.09,27955.04
Oradell,Bergen,NJTPA,2017,597.24,148.38,121.79,1991.02,3.97,133.88,18125.5,6024.36,36.54,89.96,144.51,350.8,94.56,27862.51
Rochelle Park,Bergen,NJTPA,2017,1009.07,250.69,136.36,1556.19,4.93,169.51,19132.38,4708.65,45.42,100.73,179.6,435.98,105.87,27835.37
Allendale,Bergen,NJTPA,2017,775.18,192.58,112.09,1903.35,6.88,141.25,17788.61,5759.09,63.45,82.8,250.91,609.09,87.03,27772.3
Pitman,Gloucester,DVRPC,2015,714.05,2209.12,165.34,2272.9,74.67,114.88,11089.05,12234.24,193.62,185.56,709.66,1405.68,107.47,27603.72
Little Ferry,Bergen,NJTPA,2017,669.48,166.32,219.12,1708.04,4.88,123.56,18539.83,5168.13,44.94,161.86,177.72,431.43,170.13,27585.44
Millstone,Monmouth,NJTPA,2019,3098.58,741.56,223.47,926.11,43.25,142.66,17602.49,2608.83,231.35,218.02,445.01,1123.79,178.68,27583.79
Port Republic,Atlantic,SJTPO,2020,1067.66,504.72,411.22,1473.65,9.12,151.64,10016.43,9486.05,87.97,152.56,673.58,1318.83,189.49,27548.96
Barrington,Camden,DVRPC,2019,1051.47,422.67,362.57,1152.95,67.52,176.97,9457.63,10033.42,373.51,306.88,779.17,1244.78,169.06,27459.07
Wantage,Sussex,NJTPA,2019,3071.37,735.05,221.5,917.98,42.87,141.41,17447.9,2585.91,229.32,216.1,441.11,1113.92,177.12,27341.54
Bethlehem,Hunterdon,NJTPA,2017,7053.22,1752.3,78.9,730.25,150.22,103.2,11223.24,2209.57,259.43,223.98,997.47,2424.9,60.2,27266.85
Hillsdale,Bergen,NJTPA,2017,533.4,132.52,145.05,1669.43,3.07,194.3,18880.57,5051.32,28.34,107.15,112.07,272.04,112.62,27241.87
Green,Somerset,NJTPA,2017,750.5,186.45,120.69,931.17,19.58,86.88,20711.76,2817.5,92.35,182.5,361.35,876.38,93.77,27230.89
Mountain Lakes,Morris,NJTPA,2019,3047.7,729.39,219.8,910.9,42.54,140.32,17313.44,2565.99,227.55,214.44,437.71,1105.33,175.75,27130.84
Stratford,Camden,DVRPC,2015,697.21,2157.01,161.44,2219.29,72.91,112.17,10827.49,11945.66,189.05,181.18,692.92,1372.52,104.94,26952.62
Cresskill,Bergen,NJTPA,2017,467.29,116.09,95.6,1575.17,5.33,193.96,18841.06,4766.09,49.08,70.62,194.1,471.19,74.22,26919.8
River Edge,Bergen,NJTPA,2017,517.35,128.53,108.56,1744.76,3.02,126.39,18274.46,5279.23,27.84,80.19,110.09,267.26,84.29,26751.97
Clinton,Hunterdon,NJTPA,2017,5579.42,1386.15,80.32,804.22,120.62,113.34,12700,2433.38,208.32,228.03,800.98,1947.22,61.29,26463.3
North Haledon,Passaic,NJTPA,2019,2969.93,710.78,214.19,887.66,41.45,136.74,16871.69,2500.52,221.75,208.97,426.54,1077.13,171.27,26438.59
Shrewsbury,Monmouth,NJTPA,2017,385.47,95.76,95.73,1065.49,29.42,158.57,19868.49,3223.92,100.44,249.32,270.83,657.65,74.99,26276.08
Paulsboro,Gloucester,DVRPC,2019,992.58,399,342.26,1088.37,63.74,167.06,8927.9,9471.44,352.59,289.69,735.53,1175.06,159.59,25921.07
Tewksbury,Hunterdon,NJTPA,2017,2686.61,667.46,68.28,1059.99,79.58,122.4,15795.35,3207.29,137.44,193.84,528.44,1284.66,52.1,25883.44
Point Pleasant Beach,Ocean,NJTPA,2019,2859.47,684.34,206.22,854.64,39.91,131.65,16244.17,2407.51,213.5,201.2,410.67,1037.07,164.9,25455.25
Tewksbury,Hunterdon,NJTPA,2019,2852.9,682.77,205.75,852.68,39.82,131.35,16206.83,2401.98,213.01,200.73,409.73,1034.68,164.52,25396.73
Netcong,Morris,NJTPA,2019,2845.6,681.02,205.22,850.5,39.71,131.01,16165.35,2395.83,212.46,200.22,408.68,1032.04,164.1,25331.74
Beachwood,Ocean,NJTPA,2019,2835.35,678.57,204.48,847.44,39.57,130.54,16107.14,2387.2,211.7,199.5,407.21,1028.32,163.51,25240.53
Oceanport,Monmouth,NJTPA,2017,233.71,58.06,91.83,943.34,17.74,228.92,19772.11,2854.34,60.56,239.19,163.31,396.55,71.95,25131.61
Ocean,Ocean,NJTPA,2017,911.64,226.49,163.31,1127.02,83.8,171.32,17340.99,3410.08,203.56,207.58,300.54,729.67,126.55,25002.56
Frankford,Sussex,NJTPA,2019,2805.02,671.31,202.29,838.37,39.15,129.15,15934.84,2361.67,209.43,197.36,402.85,1017.32,161.76,24970.53
Mendham,Morris,NJTPA,2019,2801.77,670.53,202.06,837.4,39.1,129,15916.4,2358.93,209.19,197.14,402.39,1016.14,161.57,24941.62
Tabernacle,Burlington,DVRPC,2019,953.37,383.24,328.74,1045.38,61.22,160.46,8575.25,9097.32,338.66,278.25,706.48,1128.65,153.29,24897.19
Saddle River,Bergen,NJTPA,2017,2675.01,664.58,89.57,1274.94,9.08,78.32,14870.76,3857.67,83.66,66.16,330.86,803.16,69.54,24873.3
Lopatcong,Warren,NJTPA,2019,2793.18,668.47,201.44,834.83,38.98,128.6,15867.57,2351.7,208.55,196.53,401.15,1013.02,161.07,24865.11
Greenwich,Warren,NJTPA,2017,7941.86,1973.07,181.79,677.66,64.75,57.67,10017.91,2050.45,106.54,229.87,411.92,999.89,141.21,24854.6
Jamesburg,Middlesex,NJTPA,2019,2767.98,662.44,199.62,827.3,38.63,127.44,15724.4,2330.48,206.67,194.76,397.53,1003.88,159.62,24640.75
Spotswood,Middlesex,NJTPA,2017,495.71,123.15,142.06,1063.34,6.64,92.51,18583.13,3217.41,41.16,167.38,160.58,389.91,110.48,24593.45
Port Republic,Atlantic,SJTPO,2015,2325.64,1367.67,432.09,1470.67,72.2,139.85,8466.55,12766.22,190.69,368.81,546.12,1467.97,195.15,24591.01
Park Ridge,Bergen,NJTPA,2017,928.45,230.66,93.89,1580.6,5.76,138.16,15872.19,4782.53,53.11,69.36,210.01,509.81,72.9,24547.46
Little Silver,Monmouth,NJTPA,2019,2709.44,648.43,195.4,809.8,37.81,124.75,15391.86,2281.19,202.3,190.64,389.13,982.65,156.24,24119.64
Quinton,Salem,SJTPO,2015,2507.04,390.88,291.11,976.82,110.09,204.56,7409.68,14216.29,139.74,405.91,1207.38,889.2,128.52,24015.05
Hainesport,Burlington,DVRPC,2015,619.65,1917.07,143.48,1972.43,64.8,99.69,9623.08,10616.87,168.02,161.02,615.84,1219.85,93.26,23954.51
Caldwell,Essex,NJTPA,2017,638.65,158.67,376.47,935.56,1.01,223.38,17931.48,2830.8,23.63,264.94,66.81,162.1,293.46,23906.97
Chesterfield,Burlington,DVRPC,2019,914.6,367.65,315.37,1002.87,58.73,153.93,8226.53,8727.37,324.89,266.93,677.75,1082.75,147.05,23884.72
