Municipality Name,County,MPO,Year,Combination Long-Haul Truck,Combination Short-Haul Truck,Intercity Bus,Light Commercial Trucks,Motor Home,Motorcycles,Passenger Cars,Passenger Trucks,Refuse Truck,School Bus,Single Unit Long-Haul Truck,Single Unit Short-Haul Truck,Transit Bus,Total
Newark,Essex,NJTPA,2019,134129.04,32100.27,9673.2,40088.74,1871.98,6175.42,761964.05,112929.02,10014.55,9437.45,19263.45,48645.63,7734.79,1194027.6
Newark,Essex,NJTPA,2017,107071.09,26600.68,9053,33417.89,464.72,5714.96,667288.96,101114.68,5479.42,7067.09,15947.47,38696.45,7052.34,1024968.76
Jersey City,Hudson,NJTPA,2017,60845.77,15116.49,21132.42,31303.97,57.11,5976.81,579880.05,94718.44,2108.34,12820.33,6310.75,15319.99,16367.57,861958.05
Edison,Middlesex,NJTPA,2019,69999.85,16752.63,5048.29,20921.68,976.96,3222.86,397657.11,58935.89,5226.43,4925.26,10053.29,25387.39,4036.67,623144.31
Elizabeth,Union,NJTPA,2019,65974.66,15789.31,4758,19718.63,920.78,3037.53,374790.72,55546.91,4925.9,4642.04,9475.2,23927.55,3804.55,587311.78
Jersey City,Hudson,NJTPA,2019,64425.94,15418.66,4646.31,19255.75,899.17,2966.23,365992.72,54242.98,4810.27,4533.07,9252.78,23365.86,3715.24,573524.97
Elizabeth,Union,NJTPA,2017,86768.77,21556.78,3248.14,18904.18,414.35,2900.68,314583.93,57199.61,2632.92,3578.23,10082.79,24469.04,2515.98,548855.4
Edison,Middlesex,NJTPA,2017,64765.67,16090.35,2685.57,17457.46,439.89,1911.36,348136.04,52822.17,2726.5,3164.26,10636.51,25826.42,2088.6,548750.78
Woodbridge,Middlesex,NJTPA,2019,58738.27,14057.47,4236.12,17555.8,819.79,2704.36,333682.04,49454.28,4385.61,4132.88,8435.92,21303.07,3387.25,522892.87
Woodbridge,Middlesex,NJTPA,2017,51620.98,12824.69,2416.14,12766.05,378.76,2068,264024.02,38627.07,2347.6,2846.81,9158.39,22237.42,1879.06,423195
Hamilton,Mercer,DVRPC,2019,16151.52,6492.64,5569.36,17710.31,1037.22,2718.41,145277.22,154121.88,5737.44,4713.91,11968.78,19120.95,2596.91,421794.69
Paterson,Passaic,NJTPA,2019,47017.4,11252.38,3390.83,14052.65,656.2,2164.72,267097.79,39585.98,3510.48,3308.19,6752.58,17052.17,2711.34,418552.72
Parsippany-Troy Hills,Morris,NJTPA,2019,46212.73,11059.81,3332.8,13812.15,644.97,2127.68,262526.55,38908.48,3450.4,3251.57,6637.02,16760.33,2664.94,411389.42
Toms River,Ocean,NJTPA,2019,41877.01,10022.17,3020.11,12516.28,584.46,1928.06,237896.1,35258.06,3126.68,2946.51,6014.33,15187.86,2414.91,372792.53
Cherry Hill,Camden,DVRPC,2019,14172.65,5697.17,4887.01,15540.46,910.14,2385.36,127478,135239.02,5034.49,4136.37,10502.37,16778.27,2278.74,370116.83
Paramus,Bergen,NJTPA,2019,40029.7,9580.06,2886.89,11964.15,558.68,1843,227401.83,33702.73,2988.76,2816.53,5749.02,14517.88,2308.38,356347.6
Piscataway,Middlesex,NJTPA,2019,39329.9,9412.58,2836.42,11754.99,548.91,1810.78,223426.38,33113.53,2936.51,2767.29,5648.51,14264.08,2268.03,350117.92
Clifton,Passaic,NJTPA,2019,38983.45,9329.67,2811.43,11651.45,544.08,1794.83,221458.26,32821.84,2910.64,2742.91,5598.76,14138.43,2248.05,347033.79
Hamilton,Mercer,DVRPC,2015,8626,26687,1997.35,27457.57,902,1387.77,133960.09,147794.39,2339.02,2241.58,8572.98,16981.16,1298.28,333463.81
Trenton,Mercer,DVRPC,2019,12563.28,5050.23,4332.07,13775.77,806.79,2114.49,113002.27,119881.99,4462.8,3666.66,9309.78,14873.02,2019.98,328088.31
Parsippany-Troy Hills,Morris,NJTPA,2017,32304.37,8025.68,1529.64,11350.96,363.25,566.67,212176.84,34345.35,1424.62,2513.5,4998.45,12132.88,1185.13,322917.33
Franklin,Somerset,NJTPA,2019,36180.98,8658.97,2609.32,10813.84,504.96,1665.8,205537.91,30462.32,2701.4,2545.73,5196.27,13122.04,2086.44,322085.97
Cherry Hill,Camden,DVRPC,2015,8074.14,24979.66,1869.57,25700.93,844.3,1298.99,125389.8,138339.03,2189.38,2098.17,8024.51,15894.76,1215.22,312129.97
Wayne,Passaic,NJTPA,2019,34630.96,8288.01,2497.54,10350.57,483.33,1594.44,196732.53,29157.3,2585.67,2436.67,4973.66,12559.88,1997.06,308287.61
Hackensack,Bergen,NJTPA,2019,34162.97,8176.01,2463.79,10210.69,476.8,1572.89,194073.96,28763.28,2550.73,2403.74,4906.44,12390.15,1970.07,304121.52
Trenton,Mercer,DVRPC,2015,7745.36,23962.48,1793.44,24654.39,809.92,1246.09,120283.9,132705.83,2100.23,2012.74,7697.75,15247.53,1165.74,299419.97
Union,Union,NJTPA,2019,33475.13,8011.4,2414.18,10005.11,467.2,1541.23,190166.46,28184.15,2499.37,2355.34,4807.66,12140.69,1930.4,297998.31
Paterson,Passaic,NJTPA,2017,13804.37,3429.55,2449.41,12324.73,170.06,1162.92,203537.9,37291.73,983.38,2849.36,3259.43,7910.14,1907.5,291080.46
Hamilton,Atlantic,SJTPO,2020,10842.41,5125.64,4176.09,14965.41,92.63,1540,101720.07,96333.91,893.36,1549.27,6840.39,13393.18,1924.34,279768.6
Lakewood,Ocean,NJTPA,2019,31330.42,7498.11,2259.51,9364.09,437.27,1442.48,177982.72,26378.43,2339.24,2204.44,4499.64,11362.85,1806.72,278905.91
Piscataway,Middlesex,NJTPA,2017,15736.59,3909.59,1490.19,9225.75,164.08,879.26,200927.83,27914.96,1016.58,1756.27,3965.84,9629.42,1158.94,277775.3
Bridgewater,Somerset,NJTPA,2019,31178.21,7461.69,2248.53,9318.6,435.14,1435.47,177118.07,26250.28,2327.87,2193.73,4477.78,11307.65,1797.95,277550.98
Toms River,Ocean,NJTPA,2017,5324.39,1322.79,1694.41,12818.7,641.49,2124.81,192296.42,38786.36,1558.33,2153.75,2300.68,5585.78,1313,267920.91
Middletown,Monmouth,NJTPA,2019,28968.66,6932.89,2089.18,8658.21,404.3,1333.74,164565.96,24389.96,2162.9,2038.26,4160.44,10506.29,1670.53,257881.32
Paramus,Bergen,NJTPA,2017,12174,3024.5,1176.27,12524.6,42.09,1341.44,181695.24,37896.49,387.87,868.89,1533.87,3723.48,913.27,257302.01
Franklin,Somerset,NJTPA,2017,9452.89,2348.47,1171.38,9683.15,183.29,919.06,186464.56,29298.94,864.29,1743.16,3361.34,8152.62,910.14,254553.31
Secaucus,Hudson,NJTPA,2017,20676.49,5136.86,5180.74,9548.08,20.92,1684.18,167462.75,28890.24,750.17,3144.58,2252.5,5468.17,4012.63,254228.29
Brick,Ocean,NJTPA,2019,28188.73,6746.23,2032.93,8425.1,393.42,1297.83,160135.3,23733.3,2104.67,1983.39,4048.43,10223.43,1625.55,250938.31
Mount Laurel,Burlington,DVRPC,2019,9559.19,3842.64,3296.2,10481.76,613.88,1608.88,85981.57,91216.24,3395.67,2789.9,7083.66,11316.63,1536.97,249637.01
Gloucester,Camden,DVRPC,2019,9520.99,3827.28,3283.02,10439.87,611.42,1602.45,85637.96,90851.71,3382.1,2778.75,7055.35,11271.41,1530.83,248639.37
South Brunswick,Middlesex,NJTPA,2019,27485.79,6578,1982.24,8215,383.61,1265.47,156142.02,23141.47,2052.19,1933.93,3947.48,9968.49,1585.02,244680.68
Old Bridge,Middlesex,NJTPA,2019,27379.4,6552.54,1974.56,8183.2,382.12,1260.57,155537.65,23051.89,2044.24,1926.44,3932.2,9929.9,1578.88,243733.6
Wayne,Passaic,NJTPA,2017,8126.31,2018.89,2126.86,10535.03,96.35,963.44,175660.25,31876.53,564.94,2473.05,1867.03,4530.96,1656.29,242495.93
New Brunswick,Middlesex,NJTPA,2019,27041.19,6471.6,1950.17,8082.12,377.4,1245,153616.38,22767.15,2018.99,1902.64,3883.62,9807.24,1559.38,240722.89
Vineland,Cumberland,SJTPO,2020,5752.26,5024.24,9768.09,12502.15,137.68,1938.89,80779.88,84132.55,880.11,4338.08,6175.91,13839.97,2358.69,240050.77
Vineland,Cumberland,SJTPO,2015,27173.75,4434.5,5443.98,11377.58,1064.65,1582.83,75209.87,126988.89,1716.12,8040.9,13626.8,11412.4,2452.66,234255.69
Camden,Camden,DVRPC,2019,8967.85,3604.92,3092.29,9833.34,575.9,1509.35,80662.62,85573.46,3185.61,2617.32,6645.45,10616.57,1441.89,234194.08
Egg Harbor,Atlantic,SJTPO,2020,9027.26,4267.54,3476.96,12460.02,77.12,1282.18,84690.9,80206.45,743.8,1289.9,5695.23,11151,1602.18,232931.96
East Brunswick,Middlesex,NJTPA,2019,26103.69,6247.23,1882.56,7801.92,364.32,1201.84,148290.59,21977.82,1948.99,1836.68,3748.98,9467.23,1505.32,232377.18
South Brunswick,Middlesex,NJTPA,2017,28929.84,7187.31,1147,7023.35,224.81,664.07,138779.43,21251.02,1393.41,1351.45,5435.9,13198.87,892.04,227478.5
Bridgewater,Somerset,NJTPA,2017,19582.71,4865.12,825.87,6156.45,257.89,599.66,154265.55,18627.97,1200,1261.73,4696.49,11389.46,641.64,224370.54
Clifton,Passaic,NJTPA,2017,10951.26,2720.72,1504.52,8313.5,118.44,830.58,159903.91,25154.71,685.04,1748.2,2270.54,5510.25,1171.66,220883.33
Morristown,Morris,NJTPA,2019,24509.33,5865.67,1767.58,7325.4,342.07,1128.43,139233.31,20635.46,1829.95,1724.5,3520,8888.99,1413.37,218184.07
Freehold,Monmouth,NJTPA,2019,24443.01,5849.79,1762.8,7305.57,341.14,1125.38,138856.53,20579.62,1825,1719.83,3510.48,8864.94,1409.55,217593.64
Washington,Gloucester,DVRPC,2019,8288.21,3331.72,2857.94,9088.11,532.26,1394.96,74549.56,79088.24,2944.19,2418.96,6141.82,9811.99,1332.61,216445.57
Lawrence,Mercer,DVRPC,2019,8207.82,3299.41,2830.22,8999.96,527.09,1381.43,73826.45,78321.1,2915.63,2395.5,6082.25,9716.81,1319.69,214346.1
West Windsor,Mercer,DVRPC,2019,8174.54,3286.03,2818.74,8963.47,524.96,1375.83,73527.11,78003.53,2903.81,2385.79,6057.59,9677.41,1314.34,213477
Hamilton,Atlantic,SJTPO,2015,19944.06,11728.72,3705.5,12612.05,619.16,1199.28,72606.77,109479.49,1635.27,3162.81,4683.33,12588.86,1673.58,210885.55
Secaucus,Hudson,NJTPA,2019,23430.81,5607.55,1689.8,7003.04,327.01,1078.78,133106.38,19727.4,1749.43,1648.61,3365.1,8497.83,1351.18,208582.93
Howell,Monmouth,NJTPA,2019,23381.78,5595.82,1686.26,6988.39,326.33,1076.52,132827.86,19686.13,1745.77,1645.16,3358.06,8480.05,1348.35,208146.47
North Bergen,Hudson,NJTPA,2017,16129.31,4007.16,4765.87,7204.98,23.55,1335.66,136697.56,21800.57,829.33,2894.79,2495.22,6057.39,3691.33,207932.72
Gloucester,Camden,DVRPC,2015,5374.18,16626.54,1244.39,17106.62,561.97,864.61,83459.85,92078.9,1457.26,1396.55,5341.14,10579.61,808.86,207754.71
North Brunswick,Middlesex,NJTPA,2019,23335.25,5584.68,1682.91,6974.48,325.68,1074.38,132563.52,19646.95,1742.29,1641.89,3351.38,8463.18,1345.67,207732.24
Egg Harbor,Atlantic,SJTPO,2015,19439.36,11431.92,3611.73,12292.89,603.49,1168.93,70769.41,106709.05,1593.89,3082.77,4564.82,12270.29,1631.23,205548.96
Hackensack,Bergen,NJTPA,2017,9916.3,2463.6,681.01,11014.64,45.61,987.15,139183.29,33327.71,420.35,503.05,1662.29,4035.24,528.74,204768.98
Union,Union,NJTPA,2017,12771.31,3172.9,1700.54,6975.36,40.86,1297.09,144549.63,21105.79,354.73,1826.44,1540.93,3739.1,1314.63,200389.3
New Brunswick,Middlesex,NJTPA,2017,7548.21,1875.27,1432.6,6611.43,69.92,527.02,152054.67,20004.64,432.82,1688.2,1688.54,4099.91,1114.15,199147.39
Linden,Union,NJTPA,2019,22251.93,5325.42,1604.78,6650.7,310.56,1024.5,126409.39,18734.86,1661.41,1565.67,3195.8,8070.28,1283.2,198088.48
Lakewood,Ocean,NJTPA,2017,4725.79,1174.07,1212.03,8937.76,651.18,1418.16,138014.65,27043.57,1581.88,1540.6,2335.45,5670.19,939.2,195244.54
Freehold,Monmouth,NJTPA,2017,5435.17,1350.31,760.49,7175.66,425.38,1101.66,137720.81,21711.84,1444.8,1965.03,3873.9,9406.94,595.69,192967.67
Mount Laurel,Burlington,DVRPC,2015,4958.16,15339.47,1148.06,15782.38,518.46,797.68,76999.15,84950.99,1344.45,1288.44,4927.68,9760.63,746.24,191672.22
East Brunswick,Middlesex,NJTPA,2017,12387.34,3077.51,1124.19,6570.19,90.21,583.88,137054.47,19879.84,559.13,1324.57,2181.24,5296.27,874.3,191003.13
Kearny,Hudson,NJTPA,2017,28807.07,7156.81,3572.45,6052.94,17.32,1294.04,112921.82,18314.76,639.25,2172.92,1913.4,4644.97,2767.23,190274.97
South Plainfield,Middlesex,NJTPA,2019,20824.04,4983.69,1501.8,6223.93,290.63,958.76,118297.82,17532.66,1554.8,1465.2,2990.72,7552.42,1200.86,185377.33
West Windsor,Mercer,DVRPC,2015,4775.15,14773.27,1105.69,15199.84,499.33,768.24,74157.05,81815.38,1294.83,1240.89,4745.79,9400.36,718.7,184597.45
Jackson,Ocean,NJTPA,2017,5929.35,1473.08,1069.67,9007.72,589.67,1307.87,126476.68,27255.26,1455.29,1422.3,2245.19,5451.14,829.29,184512.49
Howell,Monmouth,NJTPA,2017,4449.16,1105.35,637.49,6937.36,323.45,1260.02,134435.27,20990.83,1104.16,1660.38,2977.39,7229.97,499.43,183610.25
Sayreville,Middlesex,NJTPA,2019,20550.98,4918.34,1482.11,6142.32,286.82,946.19,116746.61,17302.76,1534.41,1445.99,2951.51,7453.39,1185.11,182946.52
Evesham,Burlington,DVRPC,2019,6984.95,2807.83,2408.55,7659.07,448.56,1175.62,62827.19,66652.18,2481.24,2038.6,5176.07,8269.12,1123.07,182411.07
Camden,Camden,DVRPC,2015,4627.2,14315.56,1071.43,14728.91,483.86,744.44,71859.46,79280.52,1254.71,1202.44,4598.75,9109.11,696.43,178878.12
Brick,Ocean,NJTPA,2017,3369.2,837.04,1115.59,8758.31,381.29,1445.41,124593.07,26500.59,926.25,1418.01,1367.5,3320.12,864.47,174896.85
Middletown,Monmouth,NJTPA,2017,2493.71,619.54,586.53,7029.14,162.84,1394.27,133481.77,21268.52,556.06,1525.43,1500.04,3642.53,459.49,174719.86
Montclair,Essex,NJTPA,2019,19150.58,4583.19,1381.11,5723.76,267.28,881.71,108791.15,16123.7,1429.85,1347.45,2750.38,6945.49,1104.35,170480.01
Jackson,Ocean,NJTPA,2019,19142.17,4581.18,1380.51,5721.25,267.16,881.32,108743.4,16116.62,1429.22,1346.86,2749.18,6942.44,1103.87,170405.18
Washington,Gloucester,DVRPC,2015,4399.48,13611.04,1018.7,14004.05,460.04,707.8,68323,75378.84,1192.96,1143.26,4372.43,8660.82,662.16,170074.89
North Brunswick,Middlesex,NJTPA,2017,23124.3,5744.99,997.68,4821.69,208.72,387.27,99025.77,14589.28,1293.67,1175.51,5046.83,12254.17,775.91,169445.8
Mahwah,Bergen,NJTPA,2017,30763.14,7642.78,797.44,5656.43,96.11,553.16,91465.78,17115.03,885.73,589.06,3502.66,8502.74,619.14,168189.21
Lawrence,Mercer,DVRPC,2015,4346.85,13448.2,1006.51,13836.51,454.54,699.33,67505.62,74477.05,1178.69,1129.59,4320.12,8557.2,654.23,168040.21
Ewing,Mercer,DVRPC,2019,6382.64,2565.71,2200.86,6998.63,409.88,1074.24,57409.61,60904.78,2267.28,1862.81,4729.74,7556.08,1026.23,166681.8
Old Bridge,Middlesex,NJTPA,2017,11651.37,2894.66,933.2,5283.85,120.38,507.23,115918.19,15987.7,746.13,1099.54,2910.78,7067.64,725.76,165846.44
North Bergen,Hudson,NJTPA,2019,18535.78,4436.05,1336.78,5540.01,258.7,853.4,105298.6,15606.07,1383.95,1304.2,2662.09,6722.52,1068.9,165007.04
Deptford,Gloucester,DVRPC,2019,6300.38,2532.65,2172.5,6908.44,404.6,1060.4,56669.73,60119.86,2238.06,1838.8,4668.78,7458.7,1013,164533.66
Marlboro,Monmouth,NJTPA,2019,18432.19,4411.26,1329.3,5509.05,257.25,848.63,104710.12,15518.86,1376.21,1296.91,2647.21,6684.95,1062.93,164084.88
Galloway,Atlantic,SJTPO,2015,15449.74,9085.7,2870.48,9769.97,479.64,929.03,56245.12,84808.72,1266.77,2450.08,3627.96,9752.01,1296.44,163363.31
Linden,Union,NJTPA,2017,25352.22,6298.49,1100.37,5461.25,128.83,975.7,86386.24,16524.45,1118.32,1181.83,4857.97,11787.97,850.66,162024.29
Fairfield,Essex,NJTPA,2019,18147.81,4343.2,1308.79,5424.05,253.28,835.54,103094.58,15279.42,1354.98,1276.9,2606.37,6581.81,1046.53,161553.26
Winslow,Camden,DVRPC,2019,6160.35,2476.36,2124.21,6754.89,395.61,1036.83,55410.21,58783.66,2188.32,1797.93,4565.01,7292.92,990.49,160876.8
Perth Amboy,Middlesex,NJTPA,2019,18000.58,4307.97,1298.18,5380.05,251.23,828.76,102258.21,15155.47,1343.99,1266.54,2585.22,6528.41,1038.04,160242.64
Passaic,Passaic,NJTPA,2019,17923.99,4289.64,1292.65,5357.15,250.16,825.24,101823.08,15090.98,1338.27,1261.15,2574.22,6500.63,1033.62,159560.77
Galloway,Atlantic,SJTPO,2020,6092.8,2880.31,2346.72,8409.68,52.05,865.39,57160.72,54134.02,502.01,870.6,3843.9,7526.19,1081.37,157213.57
Evesham,Burlington,DVRPC,2015,4045.59,12516.17,936.76,12877.57,423.04,650.86,62827.14,69315.42,1097,1051.3,4020.72,7964.15,608.89,156394.18
Hillsborough,Somerset,NJTPA,2019,17405.41,4165.53,1255.25,5202.16,242.92,801.36,98877.15,14654.37,1299.55,1224.66,2499.74,6312.56,1003.71,154944.38
West Orange,Essex,NJTPA,2019,17402.5,4164.83,1255.04,5201.29,242.88,801.23,98860.6,14651.91,1299.33,1224.46,2499.33,6311.5,1003.55,154918.45
Livingston,Essex,NJTPA,2019,17355.37,4153.55,1251.65,5187.2,242.22,799.06,98592.86,14612.23,1295.81,1221.14,2492.56,6294.41,1000.83,154498.89
Bayonne,Hudson,NJTPA,2017,12950.31,3217.37,3573.03,5722.88,13.5,1103.77,98313.75,17316.08,498.55,2167.64,1492.27,3622.63,2767.4,152759.17
Wall,Monmouth,NJTPA,2019,16995.06,4067.32,1225.66,5079.52,237.19,782.47,96546.02,14308.87,1268.91,1195.79,2440.81,6163.73,980.05,151291.41
Morristown,Morris,NJTPA,2017,11051.09,2745.53,807.04,6007.51,125.51,349.47,102344.16,18177.32,492.24,1326.12,1727.1,4192.25,625.27,149970.62
Montclair,Essex,NJTPA,2017,4117.64,1022.99,2043.02,5670.93,8.66,1243.36,113269.81,17158.9,181.22,1463.38,515.66,1251.1,1592.47,149539.13
Mahwah,Bergen,NJTPA,2019,16760.59,4011.21,1208.75,5009.44,233.92,771.67,95214.03,14111.46,1251.4,1179.29,2407.14,6078.69,966.53,149204.12
Fair Lawn,Bergen,NJTPA,2019,16710.39,3999.19,1205.13,4994.43,233.22,769.36,94928.88,14069.2,1247.66,1175.76,2399.93,6060.49,963.63,148757.28
Plainfield,Union,NJTPA,2019,16623.07,3978.3,1198.83,4968.34,232,765.34,94432.83,13995.68,1241.14,1169.62,2387.39,6028.82,958.6,147979.95
Middle,Cape May,SJTPO,2020,4172.58,2424.11,1992.21,8362.79,98.39,1123.6,46577.08,55548.83,583.58,622.25,6340.22,8953.57,872.73,147919.78
Pennsauken,Camden,DVRPC,2019,5654.32,2272.94,1949.72,6200.02,363.11,951.66,50858.64,53954.98,2008.56,1650.25,4190.03,6693.86,909.13,147661.86
Princeton,Mercer,DVRPC,2019,5651.34,2271.75,1948.69,6196.76,362.92,951.16,50831.86,53926.56,2007.5,1649.38,4187.82,6690.33,908.65,147584.1
Burlington,Burlington,DVRPC,2019,5642.74,2268.29,1945.73,6187.32,362.37,949.71,50754.45,53844.44,2004.45,1646.86,4181.44,6680.15,907.26,147359.36
Bayonne,Hudson,NJTPA,2019,16442.16,3935,1185.79,4914.26,229.48,757.01,93405.1,13843.37,1227.63,1156.89,2361.4,5963.21,948.17,146369.47
Mount Olive,Morris,NJTPA,2019,16165.62,3868.82,1165.84,4831.61,225.62,744.28,91834.12,13610.53,1206.98,1137.43,2321.69,5862.91,932.22,143907.67
Atlantic City,Atlantic,SJTPO,2020,5547.12,2622.34,2136.54,7656.5,47.39,787.88,52041.34,49285.71,457.05,792.63,3499.64,6852.13,984.52,143133.35
South Plainfield,Middlesex,NJTPA,2017,8440.62,2096.98,698.38,4343.45,84.11,475.92,104970.55,13142.26,522.44,820.24,2039.84,4952.9,543.02,143130.73
Monroe,Gloucester,DVRPC,2019,5479.63,2202.72,1889.48,6008.47,351.89,922.26,49287.33,52288.01,1946.51,1599.26,4060.58,6487.05,881.04,143099.77
Rockaway,Morris,NJTPA,2019,15877.79,3799.93,1145.08,4745.58,221.6,731.03,90199.02,13368.2,1185.49,1117.18,2280.35,5758.52,915.62,141345.41
East Orange,Essex,NJTPA,2019,15839.36,3790.74,1142.31,4734.1,221.06,729.26,89980.7,13335.84,1182.62,1114.47,2274.83,5744.59,913.41,141003.28
Winslow,Camden,DVRPC,2015,3640.56,11263.12,842.97,11588.33,380.69,585.7,56537.2,62375.9,987.17,946.05,3618.18,7166.82,547.93,140736.77
Hammonton,Atlantic,SJTPO,2020,5445.6,2574.35,2097.44,7516.37,46.52,773.46,51088.87,48383.68,448.69,778.12,3435.59,6726.72,966.5,140513.69
Kearny,Hudson,NJTPA,2019,15649.63,3745.33,1128.63,4677.39,218.42,720.52,88902.88,13176.1,1168.46,1101.12,2247.58,5675.78,902.46,139314.31
Bernards,Somerset,NJTPA,2019,15439.63,3695.07,1113.48,4614.62,215.48,710.85,87709.86,12999.29,1152.78,1086.35,2217.42,5599.61,890.35,137444.8
Voorhees,Camden,DVRPC,2019,5221.78,2099.07,1800.57,5725.73,335.33,878.86,46968.03,49827.51,1854.91,1524,3869.5,6181.79,839.58,136365.96
Hoboken,Hudson,NJTPA,2017,5797.61,1440.35,4267.11,5225.78,5.75,1221.36,94209.99,15811.97,212.38,2588.72,635.7,1543.23,3304.98,136264.93
Hanover,Morris,NJTPA,2019,15220.01,3642.51,1097.65,4548.99,212.42,700.74,86462.28,12814.39,1136.38,1070.89,2185.88,5519.96,877.69,135489.79
Bloomfield,Essex,NJTPA,2019,15200.72,3637.89,1096.25,4543.22,212.15,699.85,86352.68,12798.14,1134.94,1069.54,2183.11,5512.96,876.58,135318.04
Manalapan,Monmouth,NJTPA,2019,15145.22,3624.61,1092.25,4526.63,211.38,697.3,86037.42,12751.42,1130.8,1065.63,2175.14,5492.84,873.38,134824.01
Neptune,Monmouth,NJTPA,2019,15004.45,3590.92,1082.1,4484.56,209.41,690.82,85237.72,12632.89,1120.29,1055.73,2154.92,5441.78,865.26,133570.85
Princeton,Mercer,DVRPC,2015,3451.83,10679.23,799.27,10987.59,360.95,555.34,53606.28,59142.3,936,897.01,3430.61,6795.28,519.53,133440.9
Moorestown,Burlington,DVRPC,2019,5083.65,2043.54,1752.94,5574.28,326.46,855.61,45725.67,48509.51,1805.84,1483.69,3767.15,6018.27,817.37,132758.91
Hillsborough,Somerset,NJTPA,2017,5487.88,1363.41,530.92,5121.87,238.23,483.74,86841.01,15497.59,1106.36,811.55,4329.93,10500.55,412.48,132725.51
Livingston,Essex,NJTPA,2017,4826.22,1199.02,1926.17,5109.44,8.83,973.9,98039.1,15459.98,205.79,1355.54,581.82,1411.59,1501.43,132598.84
Plainsboro,Middlesex,NJTPA,2017,5332.46,1324.79,720.32,5491.15,59.14,487.23,95589.7,16614.91,366.55,848.71,1429.98,3472.12,560.2,132297.26
Ewing,Mercer,DVRPC,2015,3401.78,10524.38,787.68,10828.26,355.72,547.29,52828.96,58284.7,922.43,884,3380.87,6696.75,511.99,131505.92
Monroe,Middlesex,NJTPA,2019,14667.41,3510.26,1057.79,4383.82,204.71,675.3,83323.01,12349.12,1095.12,1032.01,2106.52,5319.54,845.82,130570.43
Eatontown,Monmouth,NJTPA,2019,14666.94,3510.15,1057.76,4383.68,204.7,675.28,83320.39,12348.73,1095.09,1031.98,2106.45,5319.38,845.8,130566.32
Deptford,Gloucester,DVRPC,2015,3357.99,10388.91,777.54,10688.88,351.14,540.24,52148.96,57534.48,910.55,872.62,3337.35,6610.55,505.4,129813.23
Montville,Morris,NJTPA,2019,14567.52,3486.35,1050.59,4353.97,203.31,670.7,82755.56,12265.02,1087.66,1024.98,2092.17,5283.32,840.06,129681.21
Teaneck,Bergen,NJTPA,2019,14564.32,3485.59,1050.36,4353.01,203.27,670.55,82737.39,12262.33,1087.42,1024.76,2091.71,5282.16,839.88,129652.74
Randolph,Morris,NJTPA,2019,14521.91,3475.44,1047.3,4340.34,202.68,668.6,82496.49,12226.62,1084.26,1021.78,2085.62,5266.78,837.43,129275.23
Monroe,Gloucester,DVRPC,2015,3339.66,10332.18,773.3,10630.51,349.22,537.29,51864.18,57220.28,905.58,867.85,3319.13,6574.45,502.64,129104.31
Manalapan,Monmouth,NJTPA,2017,2711.36,673.61,502.43,4881.23,235.2,866.84,94237.95,14769.47,802.98,1307.6,2165.53,5258.53,393.61,128806.34
Middle,Cape May,SJTPO,2015,7159.87,8274.55,2705.55,8964.01,1156.89,777.62,44318.71,71280.34,1848.68,1678.34,2218.47,10764.51,1241.37,128723.19
Roxbury,Morris,NJTPA,2019,14431.9,3453.9,1040.81,4313.43,201.42,664.46,81985.15,12150.84,1077.54,1015.44,2072.69,5234.13,832.24,128473.95
Wall,Monmouth,NJTPA,2017,2700.63,670.94,399.94,4991.77,183.72,921.05,94572.2,15103.92,620.82,1001.55,1654.9,4018.58,313.07,127153.08
Sayreville,Middlesex,NJTPA,2017,7367.61,1830.41,758.02,4367.75,92.89,519.04,89219.1,13215.79,575.75,893.13,2246.09,5453.72,589.52,127128.82
East Hanover,Morris,NJTPA,2019,14228.01,3405.1,1026.1,4252.49,198.57,655.07,80826.88,11979.17,1062.31,1001.1,2043.41,5160.18,820.48,126658.9
Ocean,Monmouth,NJTPA,2019,14200.26,3398.46,1024.1,4244.2,198.19,653.79,80669.25,11955.81,1060.24,999.14,2039.42,5150.12,818.88,126411.88
Marlboro,Monmouth,NJTPA,2017,6161.4,1530.74,371.07,4690.72,254.43,773.67,87159.93,14193.01,872.82,951.27,2365.04,5743,290.65,125357.75
West Orange,Essex,NJTPA,2017,6645.92,1651.11,1820.47,3848.36,7.86,901.19,94079.8,11644.22,183.18,1281.16,517.89,1256.51,1419.04,125256.7
Millburn,Essex,NJTPA,2019,13985.39,3347.04,1008.61,4179.98,195.19,643.9,79448.6,11774.9,1044.2,984.03,2008.57,5072.19,806.49,124499.08
East Windsor,Mercer,DVRPC,2019,4757.19,1912.31,1640.37,5216.3,305.5,800.67,42789.22,45394.28,1689.88,1388.41,3525.22,5631.79,764.88,124233.27
Bernards,Somerset,NJTPA,2017,21679.28,5385.99,418.22,3113.05,140.11,318.6,73425.72,9419.36,644.85,618.21,2495.47,6052.1,324.91,124035.85
Cranford,Union,NJTPA,2019,13912.23,3329.53,1003.33,4158.11,194.17,640.53,79033.01,11713.31,1038.74,978.88,1998.06,5045.66,802.27,123847.84
Perth Amboy,Middlesex,NJTPA,2017,6557.07,1629.04,554.23,4894.19,49.22,483.01,89323.8,14808.67,305.06,653.02,1190.09,2889.64,431.03,123768.08
