Municipality Name,County,MPO,Year,Combination Long-Haul Truck,Combination Short-Haul Truck,Intercity Bus,Light Commercial Trucks,Motor Home,Motorcycles,Passenger Cars,Passenger Trucks,Refuse Truck,School Bus,Single Unit Long-Haul Truck,Single Unit Short-Haul Truck,Transit Bus,Total
Washington,Gloucester,DVRPC,2015,2233300,6919568,732229,25737864,402726,2050242,175808284,138537806,1025121,842064,3807593,7541963,475949,366114710
Ridgewood village,Bergen,NJTPA,2019,12377858,3088675,731474,7188086,263822,1403993,136051467,23475585,416649,925928,1634489,4001641,566517,192126184
West Milford,Passaic,NJTPA,2019,12374479,3087830,731274,7186123,263751,1403610,136014332,23469179,416534,925673,1634042,4000546,566362,192073735
Woolwich,Gloucester,DVRPC,2019,2583315,1082809,729931,5519260,253075,1074083,45245750,55699489,416078,801699,1768482,2739190,329685,118242845
Delran,Burlington,DVRPC,2019,2575771,1079647,727799,5503143,252336,1070946,45113625,55536837,414863,799358,1763318,2731191,328723,117897555
Westfield,Union,NJTPA,2017,1517422,376987,727242,6595372,6859,2536721,146416159,19956042,59528,781080,258592,627479,562203,180421686
Lawrence,Mercer,DVRPC,2015,2206582,6836786,723469,25429950,397908,2025714,173705008,136880414,1012857,831990,3762041,7451735,470255,361734710
Nutley,Essex,NJTPA,2017,2582938,641703,720492,4888657,27566,1885252,138769081,14791925,204927,514110,650390,1578284,561598,167816923
Belleville,Essex,NJTPA,2017,3608895,896593,717327,4294744,9308,1711222,130721246,12994890,216871,504819,613143,1487599,559147,158335804
Lacey,Ocean,NJTPA,2019,12124187,3025375,716483,7040773,258415,1375221,133263246,22994481,408110,906952,1600992,3919631,554907,188188773
Westampton,Burlington,DVRPC,2019,2527167,1059274,714066,5399301,247574,1050738,44262351,54488881,407035,784274,1730045,2679654,322520,115672880
Dennis,Cape May,SJTPO,2015,1331111,1540620,712228,6033712,370906,824942,41766000,47979092,581801,452732,707528,3433076,326788,101483906
Old Bridge,Middlesex,NJTPA,2017,5640224,1401255,710491,9837222,108328,1543636,317766122,29765117,671432,837135,2619368,6360067,552560,377812957
Plainfield ,Union,NJTPA,2017,1779645,442133,709474,6942374,7444,2524642,153486485,21005999,64611,761996,280665,681039,548467,189234974
Holmdel,Monmouth,NJTPA,2019,11996751,2993576,708953,6966769,255699,1360765,131862525,22752787,403819,897418,1584163,3878432,549074,186210731
Elmwood Park ,Bergen,NJTPA,2019,11861081,2959722,700935,6887981,252806,1345376,130371301,22495478,399253,887269,1566248,3834571,542865,184104886
Lumberton,Burlington,DVRPC,2019,2441658,1023433,689905,5216611,239198,1015185,42764695,52645201,393263,757738,1671507,2588986,311607,111758985
Lyndhurst,Bergen,NJTPA,2019,11639441,2904415,687837,6759270,248082,1320235,127935136,22075119,391792,870689,1536982,3762917,532720,180664635
Westfield,Union,NJTPA,2019,11615065,2898334,686396,6745115,247564,1317471,127667205,22028887,390971,868866,1533762,3755037,531604,180286277
Lower,Cape May,SJTPO,2015,1272458,1472736,680845,5767846,354563,788593,39925652,45864974,556165,432783,676352,3281803,312388,97012190
Somers Point ,Atlantic,SJTPO,2020,2146027,1057849,677316,5771497,27969,752988,39204160,43083536,80173,326063,1250769,2374334,302322,97055012
Montgomery,Somerset,NJTPA,2019,11441521,2855029,676142,6644334,243864,1297786,125759698,21699749,385130,855884,1510846,3698932,523662,177592577
Fairfield,Cumberland,SJTPO,2020,485473,442143,675535,2055898,17726,404238,13275341,16044018,33679,389304,481520,1046189,158007,35509051
Warren,Somerset,NJTPA,2019,11413455,2848024,674483,6628036,243266,1294602,125451213,21646519,384185,853784,1507140,3689858,522377,177156942
Morris,Morris,NJTPA,2019,11399718,2844597,673670,6620058,242973,1293044,125300219,21620465,383724,852756,1505326,3685418,521748,176943716
Evesham,Burlington,DVRPC,2015,2053655,6362963,673329,23667527,370331,1885322,161666382,127393917,942661,774329,3501313,6935293,437664,336664685
Garfield ,Bergen,NJTPA,2019,11391339,2842506,673176,6615193,242796,1292094,125208124,21604574,383440,852129,1504221,3682708,521366,176813666
Lower,Cape May,SJTPO,2020,1683749,1019979,658749,6575288,60564,1120060,36598359,50649004,106775,266994,2363546,3236072,279533,104618643
Woodbury ,Gloucester,DVRPC,2019,2319276,972136,655325,4955140,227208,964301,40621215,50006485,373551,719758,1587727,2459219,295988,106157330
Summit ,Union,NJTPA,2017,3392788,842902,645669,5773178,18576,2185099,181640100,17468276,160790,692568,697853,1693358,499171,215710328
Jefferson,Morris,NJTPA,2019,10899274,2719720,644097,6329440,232307,1236281,119799588,20671335,366878,815322,1439242,3523628,498843,169175955
Bridgewater,Somerset,NJTPA,2017,10356899,2573060,642084,11199859,236512,1777498,426762628,33888135,1100508,980948,4307101,10445166,498856,504769254
Hoboken ,Hudson,NJTPA,2019,10766957,2686701,636277,6252601,229487,1221274,118345218,20420384,362423,805423,1421770,3480852,492789,167122156
Bellmawr ,Camden,DVRPC,2019,2247690,942130,635098,4802197,220195,934538,39367419,48463007,362021,697542,1538721,2383314,286853,102880725
Totowa ,Passaic,NJTPA,2019,10745606,2681374,635016,6240201,229031,1218850,118110530,20379890,361704,803826,1418951,3473949,491810,166790738
West Caldwell,Essex,NJTPA,2017,1288428,320096,634077,3786800,4235,1530975,103074959,11457967,98672,446231,278970,676832,494255,124092497
Pleasantville ,Atlantic,SJTPO,2015,2405390,1416656,632810,5507197,128778,825356,44389027,47805489,333860,553475,968965,2604583,285806,107857391
Belleville,Essex,NJTPA,2019,10691511,2667878,631819,6208786,227880,1212714,117515958,20277297,359885,799780,1411808,3456460,489334,165951110
Sparta,Sussex,NJTPA,2019,10632713,2653205,628345,6174642,226626,1206045,116869678,20165781,357905,795381,1404044,3437452,486643,165038460
Dover,Morris,NJTPA,2019,10588287,2642119,625719,6148844,225679,1201006,116381357,20081522,356409,792057,1398177,3423089,484610,164348875
Nutley,Essex,NJTPA,2019,10545007,2631318,623161,6123709,224757,1196096,115905642,19999439,354952,788820,1392461,3409097,482629,163677088
Absecon ,Atlantic,SJTPO,2015,2197493,921090,620914,4694950,215278,913667,38488232,47380690,353936,681964,1504357,2330088,280446,100583104
Union City ,Hudson,NJTPA,2019,10472741,2613288,618889,6081744,223216,1187901,115111346,19862382,352520,783415,1382920,3385736,479322,162555420
Ocean City ,Cape May,SJTPO,2015,1154669,1336407,617820,5233928,321742,715594,36229813,41619344,504682,392721,613743,2978013,283471,88031963
Red Bank ,Monmouth,NJTPA,2019,10411600,2598030,615277,6046237,221912,1180965,114439309,19746423,350462,778841,1374845,3365968,476524,161606393
Kenilworth ,Union,NJTPA,2019,10342023,2580668,611166,6005833,220430,1173073,113674547,19614464,348120,773636,1365658,3343475,473339,160526432
Freehold,Monmouth,NJTPA,2017,2179452,541460,609933,13313795,326782,3011515,353458196,40284414,1114248,1585951,3000737,7286665,477820,427190968
Winslow,Camden,DVRPC,2015,1848053,5725934,605919,21298052,333255,1696573,145481147,114639871,848287,696807,3150779,6240965,393847,302959490
Springfield,Union,NJTPA,2019,10209648,2547637,603343,5928960,217608,1158058,112219547,19363405,343665,763734,1348178,3300679,467280,158471742
Mount Holly,Burlington,DVRPC,2019,2134351,894623,603073,4560047,209092,887414,37382323,46019267,343767,662369,1461131,2263136,272388,97692980
Mahwah,Bergen,NJTPA,2017,19721270,4899542,601724,11398837,101195,1455163,250533280,34490201,932630,444485,3688132,8952987,467184,337686630
Morristown,Morris,NJTPA,2017,7588037,1885170,599629,11676071,145385,1193659,279911823,35329040,570181,985309,2000548,4855986,464580,347205418
Northfield ,Atlantic,SJTPO,2020,1893540,933389,597627,5092463,24679,664397,34591674,38014629,70740,287701,1103613,2094987,266753,85636201
Madison ,Morris,NJTPA,2019,10112077,2523290,597577,5872298,215529,1146990,111147098,19178354,340380,756435,1335293,3269136,462816,156957273
Little Egg Harbor,Ocean,NJTPA,2019,10084490,2516405,595947,5856277,214941,1143861,110843862,19126031,339451,754371,1331650,3260216,461552,156529054
Oakland ,Bergen,NJTPA,2019,10000985,2495568,591012,5807785,213161,1134390,109926027,18967659,336640,748124,1320625,3233221,457730,155232927
Pequannock,Morris,NJTPA,2019,9920923,2475590,586281,5761290,211455,1125308,109046017,18815815,333946,742135,1310052,3207337,454066,153990215
Franklin Lakes ,Bergen,NJTPA,2019,9854946,2459127,582381,5722976,210048,1117824,108320824,18690683,331724,737200,1301340,3186007,451047,152966127
Hazlet,Monmouth,NJTPA,2019,9817557,2449797,580173,5701264,209252,1113584,107909862,18619772,330465,734402,1296402,3173920,449336,152385786
Flemington ,Hunterdon,NJTPA,2019,9798235,2444975,579030,5690043,208839,1111392,107697494,18583128,329816,732958,1293851,3167673,448451,152085885
Princeton,Mercer,DVRPC,2015,1752249,5429099,574508,20193950,315979,1608622,137939325,108696878,804311,660684,2987441,5917430,373430,287253905
Lodi ,Bergen,NJTPA,2019,9714311,2424033,574071,5641308,207051,1101872,106775040,18423959,326990,726680,1282769,3140541,444610,150783235
Irvington,Essex,NJTPA,2017,1373662,341274,572840,4659958,2896,1909473,141491492,14099945,67421,403683,190662,462578,446513,166022397
Haddonfield ,Camden,DVRPC,2019,2018196,845937,570253,4311883,197713,839119,35347924,43514834,325058,626322,1381614,2139973,257564,92376390
Folsom ,Atlantic,SJTPO,2015,2162225,1273444,568838,4950466,115759,741920,39901668,42972755,300109,497523,871011,2341281,256914,96953913
Northfield ,Atlantic,SJTPO,2015,2160240,1272276,568316,4945922,115653,741239,39865048,42933316,299834,497067,870212,2339132,256678,96864933
Maplewood,Essex,NJTPA,2017,1198830,297834,567501,3602158,2448,1391519,95779786,10899284,56977,399381,161094,390844,442360,115190016
Plainsboro,Middlesex,NJTPA,2017,2488982,618356,566963,10500065,55976,1627911,257768521,31770739,346975,668020,1353608,3286679,440936,311493731
Ewing,Mercer,DVRPC,2015,1726840,5350373,566177,19901123,311397,1585296,135939110,107120698,792648,651104,2944121,5831624,368015,283088525
South Orange Village,Essex,NJTPA,2017,890455,221224,564582,3918348,3721,1275665,105332923,11855995,86693,397324,245104,594667,440083,125826784
Passaic ,Passaic,NJTPA,2017,3807250,945871,561866,7452463,72788,1263244,177018416,22549401,421253,653224,1396860,3389965,437556,219970157
Hillside,Union,NJTPA,2019,9498230,2370115,561301,5515825,202446,1077363,104399978,18014143,319718,710516,1254235,3070685,434720,147429275
Somers Point ,Atlantic,SJTPO,2015,2127954,1253260,559822,4872001,113924,730160,39269226,42291635,295352,489637,857206,2304172,252842,95417191
West Milford,Passaic,NJTPA,2017,1464408,363815,559145,7692926,36779,1384596,148727981,23276996,204044,654519,675366,1639048,435436,187115059
Deptford,Gloucester,DVRPC,2015,1704613,5281505,558889,19644965,307389,1564890,134189359,105741886,782445,642723,2906225,5756561,363278,279444730
Haddon,Camden,DVRPC,2019,1973604,827245,557653,4216611,193345,820579,34566902,42553362,317876,612483,1351087,2092689,251873,90335310
Monroe,Gloucester,DVRPC,2015,1695304,5252663,555837,19537682,305711,1556345,133456543,105164423,778172,639213,2890354,5725124,361294,277918665
Lindenwold ,Camden,DVRPC,2019,1941148,813642,548483,4147269,190165,807085,33998455,41853579,312649,602411,1328869,2058275,247731,88849760
Fairfield,Essex,NJTPA,2017,12146739,3017729,544912,3823124,29295,819371,210491629,11567874,678314,384153,1918353,4654284,424749,250500526
Scotch Plains,Union,NJTPA,2019,9161792,2286162,541420,5320447,195275,1039202,100702009,17376061,308392,685348,1209809,2961916,419322,142207155
Rahway ,Union,NJTPA,2017,7755994,1926896,539835,5034716,79734,1375478,128469215,15233864,692022,579878,3006023,7294172,417332,172405159
East Greenwich,Gloucester,DVRPC,2019,1883549,789499,532208,4024209,184522,783136,32989636,40611678,303372,584536,1289438,1997201,240381,86213365
Upper Deerfield,Cumberland,SJTPO,2015,1874589,306368,531775,2841708,126656,623073,26300134,31717234,200404,804849,1612619,1350558,239579,68529547
Aberdeen,Monmouth,NJTPA,2019,8987550,2242683,531122,5219262,191560,1019438,98786829,17045599,302527,672313,1186801,2905587,411348,139502619
Moorestown,Burlington,DVRPC,2015,1619694,5018397,531047,18666311,292076,1486932,127504447,100474142,743466,610704,2761446,5469787,345181,265523630
Wyckoff,Bergen,NJTPA,2019,8975708,2239728,530423,5212385,191308,1018094,98656677,17023140,302129,671428,1185237,2901759,410806,139318822
Maurice River,Cumberland,SJTPO,2015,1869178,305484,530240,2833505,126291,621275,26224216,31625678,199826,802525,1607964,1346660,238887,68331728
Scotch Plains,Union,NJTPA,2017,1310710,325631,526873,4345206,9711,1370104,112161761,13147571,84302,565878,366206,888605,407306,135509864
Randolph,Morris,NJTPA,2017,480941,119486,519607,7755052,36922,1072430,188952428,23464961,144805,853820,508068,1233249,402582,225544351
Folsom ,Atlantic,SJTPO,2020,1642614,809700,518432,4417626,21408,576353,30007692,32977048,61366,249576,957365,1817365,231404,74287956
Howell,Monmouth,NJTPA,2017,1766921,438973,518269,13267316,258675,3641834,351644455,40143778,883023,1349861,2381097,5781999,406026,422482227
Saddle Brook,Bergen,NJTPA,2019,8740044,2180923,516496,5075529,186286,991364,96066364,16576185,294197,653800,1154118,2825570,400019,135660895
Sayreville ,Middlesex,NJTPA,2017,3075897,764175,514831,7627694,69951,1321219,221226695,23079599,433563,606597,1691408,4106890,400390,264918909
Barnegat,Ocean,NJTPA,2019,8691954,2168922,513654,5047602,185260,985909,95537786,16484979,292578,650202,1147767,2810024,397818,134914455
Cranford,Union,NJTPA,2017,1134754,281917,509641,6778563,5877,2529790,172520426,20510341,51006,547371,221568,537634,393988,206022876
Gloucester City ,Camden,DVRPC,2019,1803208,755823,509507,3852559,176652,749732,31582484,38879414,290431,559603,1234438,1912012,230127,82535990
Bedminster,Somerset,NJTPA,2019,8550336,2133584,505285,4965361,182242,969846,93981185,16216388,287811,639609,1129067,2764240,391336,132716290
West Caldwell,Essex,NJTPA,2019,8537823,2130462,504546,4958095,181975,968427,93843653,16192657,287389,638672,1127414,2760195,390763,132522071
Waterford,Camden,DVRPC,2019,1785345,748336,504460,3814396,174902,742305,31269629,38494275,287554,554059,1222209,1893072,227848,81718390
Hawthorne ,Passaic,NJTPA,2019,8532997,2129258,504261,4955292,181871,967879,93790604,16183503,287227,638312,1126777,2758634,390543,132447158
Readington,Hunterdon,NJTPA,2019,8491140,2118813,501787,4930986,180980,963131,93330537,16104119,285819,635181,1121250,2745103,388627,131797473
East Windsor,Mercer,DVRPC,2015,1530409,4741760,501774,17637340,275975,1404966,120475825,94935552,702483,577040,2609222,5168267,326153,250886765
Pennsauken,Camden,DVRPC,2015,1527991,4734268,500981,17609473,275539,1402746,120285478,94785558,701373,576128,2605100,5160102,325637,250490375
Mansfield,Burlington,DVRPC,2019,1771446,742510,500532,3784700,173540,736526,31026188,38194589,285316,549746,1212694,1878334,226074,81082195
Middlesex ,Middlesex,NJTPA,2019,8411836,2099024,497100,4884932,179290,954136,92458854,15953711,283148,629248,1110778,2719464,384997,130566518
Collingswood ,Camden,DVRPC,2019,1737994,728488,491080,3713229,170263,722618,30440282,37473313,279928,539364,1189793,1842863,221805,79551020
Manchester,Ocean,NJTPA,2017,1133884,281703,490284,9132316,356578,2164332,186017468,27632244,866213,623197,1278855,3104913,379923,233461910
Monroe,Middlesex,NJTPA,2017,4236737,1052573,490245,9361054,41188,1565779,217445381,28324349,255294,577624,995950,2418257,381269,267145700
Teterboro ,Bergen,NJTPA,2019,8274505,2064755,488985,4805181,176363,938559,90949387,15693253,278526,618975,1092644,2675066,378712,128434911
Carneys Point,Salem,SJTPO,2015,2954281,461298,485736,4167541,223717,1375478,44260590,60652714,278742,694024,2440709,1797503,214438,120006770
Berkeley,Ocean,NJTPA,2017,724979,180114,484536,9327756,208317,2366260,170442417,28223596,506051,615887,747120,1813918,375469,216016420
City of Orange,Essex,NJTPA,2017,1146873,284928,483123,3080488,2944,1188085,94591851,9320836,68595,339997,193940,470529,376588,111548777
Middletown,Monmouth,NJTPA,2017,644695,160168,482893,12960149,125901,3863976,341051082,39214373,429782,1257724,1158919,2814198,378312,404542172
Lopatcong,Warren,NJTPA,2017,522012,129688,482711,4144955,27751,1017026,60380852,12541660,45664,608041,176549,428548,374969,80880426
Weehawken,Hudson,NJTPA,2017,509608,126607,479492,3032766,591,826554,86689195,9176435,21774,290891,65171,158209,371379,101748672
Southampton,Burlington,DVRPC,2019,1684023,705866,475831,3597921,164976,700178,29495012,36309644,271235,522615,1152846,1785636,214917,77080700
Stafford,Ocean,NJTPA,2017,1563272,388378,474891,8032000,273507,2031502,181503339,24302949,664416,603630,980928,2381578,367993,223568383
Burlington,Burlington,DVRPC,2015,1438401,4456686,471607,16576986,259384,1320500,113232843,89228046,660250,542348,2452356,4857552,306545,235803505
Voorhees,Camden,DVRPC,2015,1438335,4456479,471585,16576217,259372,1320438,113227585,89223903,660219,542323,2452243,4857327,306530,235792555
Washington ,Warren,NJTPA,2017,461897,114753,471084,3012677,17684,614362,42462800,9115652,29098,593398,112501,273081,365938,57644925
Bridgeton ,Cumberland,SJTPO,2015,1655904,270628,469739,2510201,111881,550387,23232021,28017173,177025,710957,1424495,1193005,211630,60535046
Raritan ,Hunterdon,NJTPA,2019,7893249,1969620,466454,4583778,168237,895314,86758797,14970170,265692,590455,1042299,2551810,361263,122517138
Burlington ,Burlington,DVRPC,2019,1641392,687997,463785,3506840,160799,682453,28748349,35390469,264369,509385,1123662,1740433,209476,75129410
West New York,Hudson,NJTPA,2019,7825137,1952624,462429,4544224,166784,887589,86010142,14840991,263401,585359,1033306,2529790,358144,121459920
City of Orange,Essex,NJTPA,2019,7816809,1950546,461937,4539387,166605,886643,85918615,14825197,263120,584736,1032205,2527098,357764,121330662
Lawrence,Cumberland,SJTPO,2020,327583,298345,455831,1387259,11961,272768,8957811,10826033,22725,262691,324915,705938,106618,23960467
Palisades Park ,Bergen,NJTPA,2019,7698829,1921105,454965,4470875,164093,873262,84621836,14601440,259148,575911,1016627,2488956,352363,119499410
North Plainfield ,Somerset,NJTPA,2019,7677957,1915898,453732,4458753,163649,870893,84392419,14561853,258445,574350,1013869,2482208,351409,119175435
Rutherford ,Bergen,NJTPA,2019,7639007,1906178,451431,4436133,162818,866476,83964290,14487979,257134,571437,1008726,2469617,349627,118570853
Pennsville,Salem,SJTPO,2015,2715876,424072,446538,3831229,205663,1264480,40688846,55758157,256248,638017,2243748,1652448,197133,110322454
Hackensack ,Bergen,NJTPA,2017,5384421,1337705,444411,19552679,36281,2631135,335358418,59161810,334369,328280,1322283,3209855,345044,429446691
Berlin,Camden,DVRPC,2019,1570684,658360,443806,3355771,153872,653054,27509916,33865904,252980,487442,1075257,1665458,200452,71892955
Clayton ,Gloucester,DVRPC,2019,1566968,656802,442756,3347832,153508,651509,27444831,33785782,252382,486289,1072713,1661517,199978,71722865
Mount Olive,Morris,NJTPA,2017,3243646,805849,441255,8539897,114867,857455,206535909,25839720,450397,724965,1580305,3835915,341876,253312056
Clinton,Hunterdon,NJTPA,2019,7454229,1860071,440510,4328830,158879,845517,81933309,14137535,250915,557614,984327,2409880,341169,115702785
Belvidere,Warren,NJTPA,2017,147900,36745,440178,2399213,4521,460321,29792618,7259456,7439,554466,28765,69822,341931,41543375
Hopatcong ,Sussex,NJTPA,2019,7409902,1849010,437892,4303087,157935,840489,81446080,14053465,249422,554298,978473,2395548,339141,115014742
Hills,Somerset,NJTPA,2017,2438325,605777,436229,10293986,204350,1577858,239458814,31147186,949078,666883,3714381,9007780,338914,300839561
Absecon ,Atlantic,SJTPO,2020,1379005,679758,435233,3708680,17973,483859,25192020,27684850,51518,209523,803726,1525712,194268,62366131
East Hanover,Morris,NJTPA,2017,1667595,414296,434657,7644806,89088,832249,178091768,23131386,349388,714228,1225874,2975598,336762,217907695
Commercial,Cumberland,SJTPO,2020,311410,283616,433326,1318769,11371,259301,8515553,10291540,21603,249722,308874,671085,101354,22777511
Buena ,Atlantic,SJTPO,2020,1362700,671720,430087,3664827,17760,478138,24894142,27357497,50909,207046,794223,1507672,191971,61628697
Washington,Morris,NJTPA,2019,7272923,1814829,429797,4223542,155016,824951,79940468,13793673,244812,544051,960386,2351264,332872,112888584
Rockaway ,Morris,NJTPA,2019,7241817,1807067,427958,4205477,154352,821423,79598568,13734677,243765,541725,956278,2341208,331447,112405762
Montville,Morris,NJTPA,2017,5891419,1463663,427595,7480679,128274,778223,187484357,22634770,503068,702624,1765079,4284426,331291,233875468
Berkeley Heights,Union,NJTPA,2019,7230294,1804191,427277,4198785,154106,820116,79471913,13712823,243377,540863,954756,2337483,330920,112226904
New Providence ,Union,NJTPA,2019,7228500,1803744,427171,4197744,154068,819913,79452207,13709423,243317,540729,954519,2336903,330837,112199075
Linwood ,Atlantic,SJTPO,2015,1623469,956144,427102,3716972,86916,557058,29959480,32265353,225332,373557,653984,1757911,192899,72796176
Clark,Union,NJTPA,2019,7223348,1802458,426867,4194751,153959,819328,79395568,13699650,243143,540343,953839,2335238,330602,112119094
Point Pleasant ,Ocean,NJTPA,2019,7221799,1802071,426775,4193852,153925,819152,79378541,13696712,243090,540227,953634,2334737,330532,112095047
Manalapan,Monmouth,NJTPA,2017,1016702,252591,426599,9427868,190532,2568435,250481961,28526515,650491,1110387,1754280,4259901,334208,301000470
New Hanover,Burlington,DVRPC,2019,1495749,626950,422633,3195672,146531,621898,26197459,32250213,240911,464187,1023958,1586001,190889,68463050
Ocean City ,Cape May,SJTPO,2020,1075275,651379,420690,4199106,38678,715292,23372423,32345439,68189,170508,1509407,2066618,178515,66811500
Springfield,Union,NJTPA,2017,3195055,793777,417419,3459111,17352,981144,117124070,10466455,150623,448321,654305,1587684,322693,139618009
Hackettstown,Warren,NJTPA,2019,7041262,1757022,416106,4089010,150077,798675,77394168,13354310,237014,526722,929795,2276371,322268,109292800
Maplewood,Essex,NJTPA,2019,7002223,1747281,413799,4066339,149244,794247,76965062,13280267,235700,523801,924640,2263749,320481,108686833
Jefferson,Morris,NJTPA,2017,666270,165529,412331,7654625,74607,871746,153623640,23161097,221759,724845,753145,1828618,319711,190477923
Berlin ,Camden,DVRPC,2019,1455797,610204,411344,3110316,142617,605287,25497724,31388809,234476,451788,996608,1543639,185790,66634400
Deerfield,Cumberland,SJTPO,2020,293615,267409,408565,1243412,10721,244484,8028959,9703462,20369,235452,291224,632738,95563,21475962
Lacey,Ocean,NJTPA,2017,1016134,252447,406893,7889397,222658,2066640,158920409,23871461,540885,517198,798549,1938782,315302,198756755
New Providence ,Union,NJTPA,2017,729511,181238,406547,4123775,4673,1523050,86800027,12477569,40561,436644,176202,427558,314288,107641643
Colts Neck,Monmouth,NJTPA,2019,6870385,1714382,406008,3989778,146436,779293,75515963,13030226,231262,513940,907230,2221127,314447,106640477
Little Falls,Passaic,NJTPA,2019,6857693,1711216,405258,3982408,146164,777853,75376473,13006158,230835,512990,905554,2217025,313866,106443493
Buena ,Atlantic,SJTPO,2015,1539250,906542,404946,3524149,82407,528160,28405293,30591545,213642,354178,620057,1666717,182892,69019779
Metuchen ,Middlesex,NJTPA,2019,6817038,1701071,402855,3958799,145298,773243,74929608,12929052,229467,509949,900187,2203882,312006,105812455
Perth Amboy ,Middlesex,NJTPA,2017,2714830,674473,400873,8378933,39801,1483013,220386412,25352658,246683,472327,962348,2336667,311769,263760787
Hopewell,Cumberland,SJTPO,2020,285784,260277,397668,1210248,10435,237963,7814813,9444654,19826,229172,283457,615862,93014,20903161
Boonton,Morris,NJTPA,2019,6708425,1673968,396437,3895725,142984,760922,73735788,12723059,225810,501824,885844,2168768,307035,104126589
South Plainfield ,Middlesex,NJTPA,2017,3330785,827498,395943,6482151,53696,1141842,226384509,19613465,333690,464639,1303119,3164074,307847,263803258
Hopewell,Mercer,DVRPC,2015,1202143,3724673,394145,13854206,216780,1103607,94634275,74572281,551803,453267,2049555,4059696,256194,197072625
West Deptford,Gloucester,DVRPC,2015,1188597,3682702,389704,13698093,214337,1091171,93567914,73731984,545586,448160,2026460,4013950,253308,194851965
Washington,Warren,NJTPA,2017,825440,205072,389507,3815026,29971,1102195,54412026,11543373,49317,490640,190672,462831,302569,73818639
Wrightstown ,Burlington,DVRPC,2019,1377896,577552,389332,2943879,134986,572897,24133311,29709157,221929,427612,943278,1461037,175849,63068715
Pemberton,Burlington,DVRPC,2015,1180762,3658426,387135,13607797,212924,1083978,92951128,73245953,541989,445205,2013102,3987491,251638,193567530
Roseland ,Essex,NJTPA,2019,6470460,1614588,382374,3757534,137911,733930,71120188,12271739,217800,484023,854420,2091836,296144,100432947
Cranbury,Middlesex,NJTPA,2019,6457572,1611373,381612,3750050,137636,732469,70978531,12247297,217367,483059,852718,2087670,295554,100232908
Runnemede ,Camden,DVRPC,2019,1346788,564513,380543,2877417,131938,559963,23588467,29038431,216919,417959,921982,1428052,171879,61644850
Verona,Essex,NJTPA,2017,394202,97935,380221,2595374,2424,792912,68576445,7852990,56495,267580,159727,387523,296378,81860206
Carneys Point,Salem,SJTPO,2020,1129425,1380779,378101,6704992,42548,1105439,44114662,61069177,65488,815689,754907,2455017,296539,120306273
Roxbury,Morris,NJTPA,2017,5833725,1449328,377792,7664823,123017,774465,190838684,23191956,482458,620786,1692770,4108909,292703,237451416
Asbury Park ,Monmouth,NJTPA,2019,6370547,1589656,376471,3699514,135782,722598,70021995,12082247,214437,476550,841227,2059536,291571,98882131
Lincoln Park ,Morris,NJTPA,2019,6346766,1583722,375065,3685702,135274,719899,69760600,12037143,213637,474771,838087,2051847,290482,98512995
Roselle ,Union,NJTPA,2019,6332962,1580279,374249,3677686,134981,718334,69608888,12010965,213173,473738,836265,2047385,289849,98298754
Guttenberg,Hudson,NJTPA,2017,304311,75601,372578,1275649,508,484489,28020512,3859818,18671,226034,55887,135670,288568,35118296
Morris Plains ,Morris,NJTPA,2019,6296170,1571098,372075,3656320,134196,714160,69204477,11941185,211934,470986,831406,2035490,288167,97727664
Port Republic ,Atlantic,SJTPO,2020,1169375,576424,369071,3144902,15241,410305,21362437,23476318,43686,177673,681547,1293780,164736,52885500
Washington,Morris,NJTPA,2017,381203,94707,366535,5663402,25935,810356,115305565,17136124,87559,586696,310866,754576,284067,141807591
South River ,Middlesex,NJTPA,2019,6189930,1544587,365797,3594624,131932,702111,68036738,11739691,208358,463038,817376,2001144,283304,96078630
Pitman ,Gloucester,DVRPC,2019,1281470,537134,362087,2737865,125539,532806,22444450,27630095,206398,397688,877267,1358793,163543,58655135
Haddon Heights ,Camden,DVRPC,2019,1270162,532395,358892,2713706,124432,528104,22246401,27386289,204577,394179,869526,1346803,162099,58137565
Wanaque ,Passaic,NJTPA,2019,6060673,1512334,358158,3519561,129177,687449,66616010,11494546,204007,453369,800308,1959356,277388,94072336
Medford,Burlington,DVRPC,2015,1089502,3375671,357214,12556066,196468,1000199,85767038,67584855,500099,410796,1857512,3679302,232189,178606910
Pilesgrove,Salem,SJTPO,2015,2171708,339103,357067,3063582,164455,1011121,32536201,44586141,204905,510181,1794178,1321354,157635,88217631
South Orange Village,Essex,NJTPA,2019,6039500,1507050,356906,3507267,128726,685047,66383292,11454391,203293,451786,797513,1952512,276419,93743702
Rockaway,Morris,NJTPA,2017,5484922,1362672,356637,8116357,123663,904344,199109579,24558188,484988,586025,1701643,4130446,276315,247195779
Freehold ,Monmouth,NJTPA,2019,5988205,1494251,353875,3477478,127633,679229,65819479,11357106,201568,447948,790739,1935929,274071,92947511
West Long Branch ,Monmouth,NJTPA,2019,5983784,1493146,353614,3474910,127538,678728,65770872,11348718,201419,447617,790155,1934499,273869,92878869
Newton,Sussex,NJTPA,2019,5971646,1490118,352897,3467862,127280,677350,65637465,11325699,201010,446710,788552,1930575,273313,92690477
Bernards,Somerset,NJTPA,2017,16769474,4166199,352612,6066556,204233,954288,239916939,18355975,950311,538705,3719270,9019614,273956,301288132
